accuracy,loss,val_accuracy,val_loss
0.6614227294921875,0.6089578866958618,0.8174745440483093,0.4306192696094513
0.795314610004425,0.44833508133888245,0.8384200930595398,0.3699415922164917
0.8231874108314514,0.39462125301361084,0.850987434387207,0.33941683173179626
0.8411422967910767,0.3653576076030731,0.8647516369819641,0.3175087869167328
0.8507182002067566,0.3457687199115753,0.8707360625267029,0.3002341687679291
0.8608071208000183,0.32220718264579773,0.8755236268043518,0.28529709577560425
0.8630300760269165,0.3067474663257599,0.8803111910820007,0.27349671721458435
0.8732900023460388,0.29872989654541016,0.8809096217155457,0.26491305232048035
0.8761969804763794,0.29067662358283997,0.888090968132019,0.2565435767173767
0.88047194480896,0.2784702181816101,0.892878532409668,0.24991300702095032
0.8869699239730835,0.2702484726905823,0.8952723145484924,0.24389135837554932
0.8874828815460205,0.2691078186035156,0.8970676064491272,0.23903721570968628
0.8816689252853394,0.26744306087493896,0.8958707451820374,0.23442472517490387
0.8886798620223999,0.25802433490753174,0.8964691758155823,0.230815589427948
0.8931258320808411,0.2519235610961914,0.8994613885879517,0.22700901329517365
0.8938098549842834,0.2466837763786316,0.9006583094596863,0.2238927185535431
0.899452805519104,0.24092738330364227,0.9030520915985107,0.21996310353279114
0.8982558250427246,0.23459871113300323,0.9042489528656006,0.2173031121492386
0.903556764125824,0.23561882972717285,0.9084380865097046,0.21464058756828308
0.9069767594337463,0.2297271490097046,0.9096349477767944,0.2118842750787735
0.9064637422561646,0.22968320548534393,0.9078395962715149,0.2102389633655548
0.900820791721344,0.22588121891021729,0.9096349477767944,0.20842768251895905
0.9102256894111633,0.22313858568668365,0.9126271605491638,0.20660217106342316
0.906292736530304,0.22088930010795593,0.9162178039550781,0.204554483294487
0.9064637422561646,0.21782563626766205,0.9102333784103394,0.20234228670597076
0.9127907156944275,0.20521707832813263,0.9156193733215332,0.2005445510149002
0.9127907156944275,0.2115854173898697,0.9168162941932678,0.19835609197616577
0.9139876961708069,0.20672810077667236,0.9186115860939026,0.19627059996128082
0.9162106513977051,0.2065066695213318,0.9180131554603577,0.1948920488357544
0.9194596409797668,0.20320364832878113,0.9198085069656372,0.19309569895267487
0.919801652431488,0.2030075639486313,0.9216038584709167,0.1921730637550354
0.9208276271820068,0.20142780244350433,0.9216038584709167,0.1907324343919754
0.918433666229248,0.19684948027133942,0.9204069375991821,0.1897905319929123
0.9189466238021851,0.19728343188762665,0.9239975810050964,0.18844574689865112
0.9227086305618286,0.1926051676273346,0.9239975810050964,0.18695630133152008
0.9227086305618286,0.19201049208641052,0.9245960712432861,0.1853647083044052
0.923905611038208,0.1927233636379242,0.9239975810050964,0.1846335083246231
0.9278385639190674,0.18416525423526764,0.925792932510376,0.18326348066329956
0.9223666191101074,0.1908000260591507,0.9275882840156555,0.18168693780899048
0.9245895743370056,0.18268774449825287,0.9263913631439209,0.1810554713010788
0.923905611038208,0.18706883490085602,0.9269898533821106,0.18021157383918762
0.9262995719909668,0.18376611173152924,0.925792932510376,0.17919866740703583
0.9290355443954468,0.1784186065196991,0.9263913631439209,0.1786668449640274
0.9290355443954468,0.17806823551654816,0.9269898533821106,0.17756937444210052
0.9295485615730286,0.1769019067287445,0.9269898533821106,0.17740043997764587
0.9298905730247498,0.17713233828544617,0.9281867146492004,0.1764197051525116
0.9324555397033691,0.17499226331710815,0.9275882840156555,0.17609937489032745
0.9316005706787109,0.1718975007534027,0.9275882840156555,0.1746896505355835
0.9324555397033691,0.17533499002456665,0.9293835759162903,0.17408084869384766
0.9305745363235474,0.17466457188129425,0.9275882840156555,0.1743115335702896
0.9334815144538879,0.16783969104290009,0.9287851452827454,0.17331773042678833
0.9331395626068115,0.1716654747724533,0.9305804967880249,0.17184442281723022
0.9314295649528503,0.1721017062664032,0.92998206615448,0.1712743490934372
0.9327975511550903,0.16783596575260162,0.92998206615448,0.17132829129695892
0.9345075488090515,0.16721533238887787,0.9293835759162903,0.17120234668254852
0.932113528251648,0.16683010756969452,0.9311789274215698,0.1706235110759735
0.9387825131416321,0.1665934920310974,0.9293835759162903,0.17096289992332458
0.9358755350112915,0.16830626130104065,0.9293835759162903,0.17052671313285828
0.9343365430831909,0.16165916621685028,0.9317773580551147,0.17041932046413422
0.9322845339775085,0.16454492509365082,0.9305804967880249,0.16937920451164246
0.9324555397033691,0.16571754217147827,0.9311789274215698,0.1687130182981491
0.9350205063819885,0.16768519580364227,0.9323758482933044,0.16822122037410736
0.9351915121078491,0.16344594955444336,0.9323758482933044,0.1676674634218216
0.9386115074157715,0.1588594764471054,0.9311789274215698,0.1676395833492279
0.9346784949302673,0.16502557694911957,0.9311789274215698,0.1663762778043747
0.9387825131416321,0.16213533282279968,0.9311789274215698,0.16694416105747223
0.9396374821662903,0.1624111831188202,0.9311789274215698,0.1671166867017746
0.9374145269393921,0.1572394073009491,0.9311789274215698,0.16634362936019897
0.9394664764404297,0.15607813000679016,0.9311789274215698,0.16652710735797882
0.9432284832000732,0.15539255738258362,0.9293835759162903,0.166404128074646
0.9377564787864685,0.15633246302604675,0.9311789274215698,0.1663445383310318
0.9399794936180115,0.15755663812160492,0.9335727095603943,0.16564153134822845
0.9418604373931885,0.1525304615497589,0.9305804967880249,0.16553553938865662
0.9379274845123291,0.1614874303340912,0.9323758482933044,0.16499626636505127
0.9452804327011108,0.15613099932670593,0.9311789274215698,0.1650884449481964
0.9410054683685303,0.1565324068069458,0.9323758482933044,0.16440607607364655
0.9387825131416321,0.15630869567394257,0.9347695708274841,0.16483193635940552
0.9404924511909485,0.15452590584754944,0.9305804967880249,0.16439150273799896
0.9427154660224915,0.15307007730007172,0.9305804967880249,0.16396570205688477
0.9422024488449097,0.15176565945148468,0.92998206615448,0.16394482553005219
0.9408344626426697,0.14995133876800537,0.9293835759162903,0.16323210299015045
0.9404924511909485,0.15391585230827332,0.9311789274215698,0.16381187736988068
0.9391244649887085,0.15537436306476593,0.9317773580551147,0.16419541835784912
0.942886471748352,0.14862599968910217,0.9317773580551147,0.16400618851184845
0.9420314431190491,0.15238511562347412,0.9305804967880249,0.1640300154685974
0.9423734545707703,0.14882968366146088,0.9323758482933044,0.16331353783607483
0.9445964694023132,0.14913097023963928,0.9317773580551147,0.16261212527751923
0.9457934498786926,0.1484507918357849,0.9305804967880249,0.16236552596092224
0.9439124464988708,0.1487376093864441,0.9305804967880249,0.1619504690170288
0.944254457950592,0.14839178323745728,0.9305804967880249,0.162006676197052
0.9427154660224915,0.15408602356910706,0.9311789274215698,0.16227515041828156
0.942886471748352,0.1488492637872696,0.9311789274215698,0.16184736788272858
0.944254457950592,0.14893123507499695,0.9317773580551147,0.1615995615720749
0.9464774131774902,0.14731453359127045,0.9323758482933044,0.1613151878118515
0.9466484189033508,0.14734414219856262,0.9329742789268494,0.1605537235736847
0.9445964694023132,0.1480243057012558,0.9317773580551147,0.15986567735671997
0.9449384212493896,0.14519017934799194,0.9323758482933044,0.15982064604759216
0.9476743936538696,0.14145666360855103,0.9329742789268494,0.15941661596298218
0.9454514384269714,0.14214549958705902,0.9317773580551147,0.15924838185310364
0.9435704350471497,0.14977559447288513,0.9329742789268494,0.1591862589120865
